,Unnamed: 0,GameType,GameID,Date,PlayerID,Player,Position,Team,Opponent,Venue,Starter,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,Usage,Rest,bonus,PlayerFP,GameFP/36,TeamFP,Status,GP,TOTfp,TOTmin,FPperMIN,expFP,delta,MPG,teamperc,percavg,rollingMin
8326,8326,NBA 2020-2021 Regular Season,22000409,02/13/2021,1629672,Eric Paschall,F,Golden State,Brooklyn,H,0,17.35,7,10,0,0,2,2,0,4,4,0,0,0,2,0,16,31.26,1,0.0,20.0,41.5,224.25,0.07,29,481.75,516.5200000000002,0.93,16.1,3.899999999999999,17.8,0.0891861761426978,0.0597746314856065,14.4
8327,8327,NBA 2020-2021 Regular Season,22000410,02/13/2021,202710,Jimmy Butler,F,Miami,Utah,R,1,31.65,3,10,1,2,8,12,3,5,8,5,3,3,3,0,15,25.09,1,0.0,37.5,42.7,210.75,1.0,19,833.75,625.71,1.33,42.1,-4.600000000000001,32.9,0.1779359430604982,0.1895292776968674,33.4
8328,8328,NBA 2020-2021 Regular Season,22000410,02/13/2021,203482,Kelly Olynyk,F-C,Miami,Utah,R,1,30.77,3,8,0,4,1,2,2,8,10,2,3,1,0,0,7,12.54,1,0.0,24.5,28.7,210.75,0.83,30,700.5,779.53,0.9,27.7,-3.1999999999999997,26.0,0.1162514827995255,0.107418738357812,28.0
8329,8329,NBA 2020-2021 Regular Season,22000410,02/13/2021,1628389,Bam Adebayo,C-F,Miami,Utah,R,1,36.82,7,17,0,0,0,0,2,8,10,6,0,2,1,0,14,21.24,1,1.5,40.5,39.6,210.75,1.0,29,1251.75,981.98,1.27,46.8,-6.299999999999997,33.9,0.192170818505338,0.2010969836813227,34.4
8330,8330,NBA 2020-2021 Regular Season,22000410,02/13/2021,1629130,Duncan Robinson,F,Miami,Utah,R,1,27.98,3,6,2,4,0,0,0,5,5,0,2,1,0,0,8,9.32,1,0.0,17.25,22.2,210.75,1.0,31,707.25,1034.1799999999998,0.68,19.0,-1.75,33.4,0.0818505338078291,0.0918148923888793,30.1
8331,8331,NBA 2020-2021 Regular Season,22000410,02/13/2021,1629134,Kendrick Nunn,G,Miami,Utah,R,1,34.32,8,15,4,9,3,3,0,3,3,0,4,3,5,1,23,26.99,1,0.0,34.25,35.9,210.75,0.48,23,594.25,679.2900000000002,0.87,29.9,4.350000000000001,29.5,0.162514827995255,0.1246242031277803,34.2
8332,8332,NBA 2020-2021 Regular Season,22000410,02/13/2021,1629639,Tyler Herro,G,Miami,Utah,R,0,32.58,5,16,2,8,0,0,1,2,3,6,4,1,3,0,12,25.34,3,0.0,26.25,29.0,210.75,0.64,22,703.5,733.34,0.96,31.3,-5.050000000000001,33.3,0.1245551601423487,0.1394929691178063,32.9
8333,8333,NBA 2020-2021 Regular Season,22000410,02/13/2021,1630173,Precious Achiuwa,F,Miami,Utah,R,0,4.63,0,2,0,0,0,0,0,2,2,0,2,0,3,1,0,46.92,1,0.0,3.0,23.3,210.75,0.06,31,414.75,441.3500000000001,0.94,4.4,-1.4000000000000004,14.2,0.0142348754448398,0.0523954224912334,9.8
8334,8334,NBA 2020-2021 Regular Season,22000410,02/13/2021,2738,Andre Iguodala,G-F,Miami,Utah,R,0,17.4,0,3,0,3,0,0,0,1,1,3,2,0,2,1,0,12.49,1,0.0,6.75,14.0,210.75,0.07,29,446.5,623.0000000000001,0.72,12.5,-5.75,21.5,0.0320284697508896,0.0769626229288767,22.0
8335,8335,NBA 2020-2021 Regular Season,22000410,02/13/2021,1629622,Max Strus,G-F,Miami,Utah,R,0,20.02,6,9,3,6,0,0,0,1,1,2,0,0,0,0,15,19.53,1,0.0,20.75,37.3,210.75,0.0,18,188.5,276.35,0.68,13.6,7.15,15.4,0.0984578884934756,0.0495160769756886,15.2
8336,8336,NBA 2020-2021 Regular Season,22000410,02/13/2021,1629216,Gabe Vincent,G,Miami,Utah,R,0,1.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0,0.0,210.75,0.24,21,205.75,316.02,0.65,1.2,-1.2,15.0,0.0,0.0464176599465945,6.3
8337,8337,NBA 2020-2021 Regular Season,22000410,02/13/2021,1629644,KZ Okpala,F-G,Miami,Utah,R,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0.0,0.0,210.75,0.31,16,76.5,171.14999999999995,0.45,0.9,-0.9,10.7,0.0,0.0272453617510751,12.0
8338,8338,NBA 2020-2021 Regular Season,22000410,02/13/2021,202711,Bojan Bogdanovic,F,Utah,Miami,H,1,30.72,7,13,2,6,3,4,1,5,6,3,1,0,3,0,19,24.61,0,0.0,30.5,35.7,247.0,1.0,31,767.75,951.13,0.81,24.9,5.600000000000001,30.7,0.1234817813765182,0.1200446201353015,33.9
8339,8339,NBA 2020-2021 Regular Season,22000410,02/13/2021,1626220,Royce O'Neale,F,Utah,Miami,H,1,31.63,3,6,0,3,2,2,1,6,7,4,3,3,2,3,8,11.95,0,0.0,33.75,38.4,247.0,1.0,31,711.25,1009.94,0.7,22.1,11.65,32.6,0.1366396761133603,0.093898106775347,34.5
8340,8340,NBA 2020-2021 Regular Season,22000410,02/13/2021,203497,Rudy Gobert,C,Utah,Miami,H,1,30.2,6,7,0,1,4,5,1,11,12,0,1,0,2,3,16,15.79,0,1.5,37.5,44.7,247.0,1.0,31,1214.75,938.91,1.29,39.0,-1.5,30.3,0.1518218623481781,0.1680935896130126,31.8
8341,8341,NBA 2020-2021 Regular Season,22000410,02/13/2021,204060,Joe Ingles,F-G,Utah,Miami,H,1,32.85,3,7,1,5,1,2,0,3,3,6,1,1,2,0,8,12.8,0,0.0,22.25,24.4,247.0,0.3,27,672.0,720.34,0.93,30.6,-8.350000000000001,26.7,0.090080971659919,0.1071137077390562,31.7
8342,8342,NBA 2020-2021 Regular Season,22000410,02/13/2021,1628378,Donovan Mitchell,G,Utah,Miami,H,1,31.87,9,21,3,12,5,7,0,3,3,2,4,1,2,0,26,34.83,0,0.0,35.25,39.8,247.0,1.0,29,1181.75,974.8300000000004,1.21,38.6,-3.3500000000000014,33.6,0.1427125506072874,0.1712510401282153,35.4
8343,8343,NBA 2020-2021 Regular Season,22000410,02/13/2021,202324,Derrick Favors,F,Utah,Miami,H,0,15.88,2,2,0,0,2,2,1,4,5,1,3,0,0,1,6,7.72,0,0.0,15.75,35.7,247.0,0.0,29,502.25,477.37,1.05,16.7,-0.9499999999999992,16.5,0.0637651821862348,0.0689316702958456,17.1
8344,8344,NBA 2020-2021 Regular Season,22000410,02/13/2021,203903,Jordan Clarkson,G,Utah,Miami,H,0,28.93,4,15,2,9,1,1,1,3,4,5,2,2,3,0,11,27.13,0,0.0,27.0,33.6,247.0,0.0,31,917.0,811.66,1.13,32.7,-5.700000000000003,26.2,0.1093117408906882,0.1200649876641432,28.2
8345,8345,NBA 2020-2021 Regular Season,22000410,02/13/2021,1627777,Georges Niang,F,Utah,Miami,H,0,17.75,5,9,4,6,0,0,1,2,3,5,2,1,0,0,14,21.58,0,0.0,29.25,59.3,247.0,0.0,31,320.0,406.6800000000001,0.79,14.0,15.25,13.1,0.1184210526315789,0.0513332687559531,14.5
8346,8346,NBA 2020-2021 Regular Season,22000410,02/13/2021,1629671,Miye Oni,G-F,Utah,Miami,H,0,13.37,0,4,0,3,4,4,3,0,3,0,4,1,1,0,4,21.52,0,0.0,9.25,24.9,247.0,0.0,24,109.25,186.44000000000003,0.59,7.9,1.3499999999999996,7.8,0.0374493927125506,0.0157550509796485,7.6
8347,8347,NBA 2020-2021 Regular Season,22000410,02/13/2021,1629714,Jarrell Brantley,F,Utah,Miami,H,0,1.92,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,8,0.0,3.25,60.9,247.0,0.0,8,19.0,22.35,0.85,1.6,1.65,2.8,0.0131578947368421,0.0112829472448819,2.5
8348,8348,NBA 2020-2021 Regular Season,22000410,02/13/2021,1629752,Juwan Morgan,F,Utah,Miami,H,0,1.92,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19.51,8,0.0,0.0,0.0,247.0,0.0,13,42.25,65.72,0.64,1.2,-1.2,5.1,0.0,0.0151895900342309,7.9
8349,8349,NBA 2020-2021 Regular Season,22000410,02/13/2021,1630235,Trent Forrest,G,Utah,Miami,H,0,1.48,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,28.76,35,0.0,2.0,48.6,247.0,0.0,5,10.0,13.920000000000002,0.72,1.1,0.8999999999999999,2.8,0.0080971659919028,0.0123354986070249,3.4
8350,8350,NBA 2020-2021 Regular Season,22000410,02/13/2021,1627885,Shaquille Harrison,G,Utah,Miami,H,0,1.48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,8,0.0,1.25,30.4,247.0,0.0,17,43.25,55.74999999999999,0.78,1.2,0.05,3.3,0.0050607287449392,0.0111253030828538,2.2
8351,8351,NBA 2020-2021 Regular Season,22000411,02/14/2021,1627884,Derrick Jones Jr.,F,Portland,Dallas,R,1,32.27,2,4,0,2,2,2,1,3,4,0,3,0,0,2,6,6.7,1,0.0,15.0,16.7,212.5,0.96,27,518.0,732.4900000000001,0.71,22.9,-7.899999999999999,27.1,0.0705882352941176,0.0771567671627514,24.3
8352,8352,NBA 2020-2021 Regular Season,22000411,02/14/2021,203496,Robert Covington,F,Portland,Dallas,R,1,38.57,5,7,4,4,1,2,2,3,5,0,3,4,0,0,15,9.05,1,0.0,31.25,29.2,212.5,1.0,29,682.75,901.2600000000002,0.76,29.3,1.9499999999999995,31.1,0.1470588235294117,0.104189208986178,31.5
8353,8353,NBA 2020-2021 Regular Season,22000411,02/14/2021,202683,Enes Kanter,C,Portland,Dallas,R,1,23.38,6,7,0,0,2,3,2,6,8,0,2,1,0,0,14,15.76,1,0.0,26.0,40.0,212.5,0.61,31,940.0,801.87,1.17,27.4,-1.3999999999999986,25.9,0.1223529411764706,0.1517338911094003,28.7
8354,8354,NBA 2020-2021 Regular Season,22000411,02/14/2021,1629018,Gary Trent Jr.,G-F,Portland,Dallas,R,1,35.6,6,13,3,8,2,3,0,1,1,0,1,1,1,0,17,19.06,1,0.0,21.25,21.5,212.5,0.55,29,668.0,894.4099999999997,0.75,26.7,-5.449999999999999,30.8,0.1,0.1133605769577549,35.4
8355,8355,NBA 2020-2021 Regular Season,22000411,02/14/2021,203081,Damian Lillard,G,Portland,Dallas,R,1,36.47,12,26,5,11,5,7,0,3,3,11,5,1,5,0,34,41.4,1,4.5,60.75,60.0,212.5,1.0,30,1533.5,1071.88,1.43,52.2,8.549999999999997,35.7,0.2858823529411765,0.2331849497882779,34.7
8356,8356,NBA 2020-2021 Regular Season,22000411,02/14/2021,2546,Carmelo Anthony,F,Portland,Dallas,R,0,31.45,7,17,1,8,0,0,2,3,5,3,3,0,3,0,15,28.17,1,0.0,24.75,28.3,212.5,0.1,30,692.5,762.18,0.91,28.6,-3.8500000000000014,25.4,0.1164705882352941,0.1099501785212555,24.2
8357,8357,NBA 2020-2021 Regular Season,22000411,02/14/2021,1629642,Nassir Little,F-G,Portland,Dallas,R,0,4.98,1,2,1,1,0,0,0,1,1,0,0,0,1,0,3,26.69,1,0.0,4.25,30.7,212.5,0.12,16,151.25,176.50000000000006,0.86,4.3,-0.0499999999999998,11.0,0.02,0.0379634564295338,13.2
8358,8358,NBA 2020-2021 Regular Season,22000411,02/14/2021,1629014,Anfernee Simons,G,Portland,Dallas,R,0,24.27,4,6,4,6,0,0,0,3,3,1,3,0,3,0,12,16.43,1,0.0,17.75,26.3,212.5,0.0,28,424.25,502.5,0.84,20.4,-2.6499999999999986,17.9,0.0835294117647058,0.0823760275598641,23.5
8359,8359,NBA 2020-2021 Regular Season,22000411,02/14/2021,1628385,Harry Giles III,F-C,Portland,Dallas,R,0,13.02,2,3,0,0,1,2,3,3,6,0,3,0,2,0,5,20.01,1,0.0,11.5,31.8,212.5,0.0,22,254.5,260.34000000000003,0.98,12.8,-1.3000000000000007,11.8,0.0541176470588235,0.0578904912963836,12.9
8360,8360,NBA 2020-2021 Regular Season,22000411,02/14/2021,1627827,Dorian Finney-Smith,F,Dallas,Portland,H,1,34.55,5,8,4,7,0,0,1,2,3,1,3,1,1,1,14,12.02,1,0.0,24.75,25.8,213.25,1.0,21,415.25,652.89,0.64,22.1,2.6499999999999986,31.1,0.1160609613130129,0.0904244876488168,34.9
8361,8361,NBA 2020-2021 Regular Season,22000411,02/14/2021,1628467,Maxi Kleber,F,Dallas,Portland,H,1,25.17,3,8,2,6,0,0,2,4,6,1,2,1,0,1,8,14.67,1,0.0,22.0,31.5,213.25,0.67,18,330.5,461.65,0.72,18.1,3.899999999999999,25.6,0.1031652989449003,0.0820864861633701,29.1
8362,8362,NBA 2020-2021 Regular Season,22000411,02/14/2021,204001,Kristaps Porzingis,F-C,Dallas,Portland,H,1,31.18,5,9,0,3,8,8,2,6,8,0,5,1,1,2,18,20.01,1,0.0,33.5,38.7,213.25,1.0,17,640.5,509.25,1.26,39.3,-5.799999999999997,30.0,0.1570926143024619,0.1696812080149589,29.0
8363,8363,NBA 2020-2021 Regular Season,22000411,02/14/2021,1626196,Josh Richardson,G,Dallas,Portland,H,1,25.02,3,7,0,3,0,0,1,1,2,3,3,1,3,0,6,18.45,1,0.0,13.5,19.4,213.25,1.0,21,480.0,665.94,0.72,18.0,-4.5,31.7,0.063305978898007,0.0959923919399525,30.8
8364,8364,NBA 2020-2021 Regular Season,22000411,02/14/2021,1629029,Luka Doncic,F-G,Dallas,Portland,H,1,36.35,14,20,5,8,11,12,1,6,7,9,4,0,5,0,44,38.45,1,0.0,66.25,65.6,213.25,1.0,29,1651.5,1024.43,1.61,58.5,7.75,35.3,0.3106682297772567,0.2546823288504966,37.6
8365,8365,NBA 2020-2021 Regular Season,22000411,02/14/2021,203501,Tim Hardaway Jr.,G-F,Dallas,Portland,H,0,27.37,4,12,2,7,2,2,0,1,1,0,2,0,1,0,12,23.41,1,0.0,13.75,18.1,213.25,0.59,29,753.0,877.9999999999998,0.86,23.5,-9.75,30.3,0.0644783118405627,0.1052426322655019,26.7
8366,8366,NBA 2020-2021 Regular Season,22000411,02/14/2021,1628973,Jalen Brunson,G,Dallas,Portland,H,0,34.28,5,12,0,5,1,1,0,2,2,2,1,0,1,0,11,18.1,1,0.0,16.0,16.8,213.25,0.23,26,585.25,636.08,0.92,31.5,-15.5,24.5,0.0750293083235638,0.1000740259528634,25.8
8367,8367,NBA 2020-2021 Regular Season,22000411,02/14/2021,1626161,Willie Cauley-Stein,C,Dallas,Portland,H,0,16.43,0,3,0,0,2,2,3,2,5,0,1,1,0,2,2,10.9,1,0.0,14.25,31.2,213.25,0.36,28,411.0,498.85,0.82,13.5,0.75,17.8,0.0668229777256741,0.0602309915614433,13.9
8368,8368,NBA 2020-2021 Regular Season,22000411,02/14/2021,203504,Trey Burke,G,Dallas,Portland,H,0,9.65,1,2,1,2,0,0,0,1,1,3,0,0,0,0,3,9.57,1,0.0,9.25,34.5,213.25,0.0,29,374.0,479.38999999999993,0.78,7.5,1.75,16.5,0.0433763188745603,0.0502139062182693,6.6
8369,8369,NBA 2020-2021 Regular Season,22000413,02/14/2021,1630162,Anthony Edwards,G,Minnesota,Toronto,R,1,34.95,7,15,1,7,3,4,0,7,7,3,1,1,2,0,18,23.78,1,0.0,32.75,33.7,236.5,0.47,32,794.25,910.26,0.87,30.4,2.3500000000000014,28.4,0.1384778012684989,0.11874591647576,32.2
8370,8370,NBA 2020-2021 Regular Season,22000413,02/14/2021,1629020,Jarred Vanderbilt,F,Minnesota,Toronto,R,1,23.43,4,5,0,0,4,4,1,6,7,2,5,0,0,2,12,12.78,1,0.0,27.75,42.6,236.5,0.43,30,549.0,561.7,0.98,23.0,4.75,18.7,0.1173361522198731,0.0898013573085957,17.3
8371,8371,NBA 2020-2021 Regular Season,22000413,02/14/2021,1626157,Karl-Anthony Towns,C-F,Minnesota,Toronto,R,1,33.45,8,11,2,3,2,4,3,8,11,3,6,1,7,3,20,26.17,1,1.5,45.25,48.7,236.5,1.0,12,582.75,395.36000000000007,1.47,49.2,-3.950000000000003,32.9,0.1913319238900634,0.2028658264741413,33.5
8372,8372,NBA 2020-2021 Regular Season,22000413,02/14/2021,1627736,Malik Beasley,G,Minnesota,Toronto,R,1,37.23,7,13,6,10,0,0,0,3,3,6,0,1,3,0,20,19.04,1,0.0,36.25,35.1,236.5,0.97,32,1056.25,1055.54,1.0,37.2,-0.9500000000000028,33.0,0.1532769556025369,0.156745703553732,35.3
8373,8373,NBA 2020-2021 Regular Season,22000413,02/14/2021,201937,Ricky Rubio,G,Minnesota,Toronto,R,1,29.72,6,13,4,8,0,0,0,1,1,5,2,0,0,0,16,19.38,1,0.0,26.75,32.4,236.5,0.5,30,700.0,755.0000000000002,0.93,27.6,-0.8500000000000014,25.2,0.113107822410148,0.0983563447698708,29.1
8374,8374,NBA 2020-2021 Regular Season,22000413,02/14/2021,1630183,Jaden McDaniels,F,Minnesota,Toronto,R,0,18.3,2,3,1,2,1,2,0,2,2,2,1,0,1,1,6,11.81,1,0.0,13.5,26.6,236.5,0.04,26,370.0,504.61,0.73,13.4,0.0999999999999996,19.4,0.0570824524312896,0.0726031582563005,20.9
8375,8375,NBA 2020-2021 Regular Season,22000413,02/14/2021,1629006,Josh Okogie,G,Minnesota,Toronto,R,0,7.13,0,3,0,2,0,0,1,0,1,0,1,0,1,0,0,24.85,1,0.0,0.75,3.8,236.5,0.69,26,305.25,494.9700000000001,0.62,4.4,-3.65,19.0,0.0031712473572938,0.0522487871265145,17.9
8376,8376,NBA 2020-2021 Regular Season,22000413,02/14/2021,1629162,Jordan McLaughlin,G,Minnesota,Toronto,R,0,18.82,2,4,0,0,2,2,0,3,3,4,1,2,2,1,6,16.19,1,0.0,20.75,39.7,236.5,0.0,20,361.75,377.43000000000006,0.96,18.1,2.6499999999999986,18.9,0.087737843551797,0.0714264672005998,17.5
8377,8377,NBA 2020-2021 Regular Season,22000413,02/14/2021,1629675,Naz Reid,C-F,Minnesota,Toronto,R,0,13.8,1,5,0,1,0,0,0,2,2,1,3,0,1,0,2,19.26,1,0.0,5.5,14.3,236.5,0.43,30,709.5,629.8400000000001,1.13,15.6,-10.1,21.0,0.0232558139534883,0.1112387853611531,19.6
8378,8378,NBA 2020-2021 Regular Season,22000413,02/14/2021,1627823,Juancho Hernangomez,F,Minnesota,Toronto,R,0,9.5,2,4,1,3,0,0,0,3,3,0,1,0,1,0,5,23.32,5,0.0,8.75,33.2,236.5,0.4,15,210.75,261.2,0.81,7.7,1.0499999999999998,17.4,0.0369978858350951,0.0650308288856387,19.4
8379,8379,NBA 2020-2021 Regular Season,22000413,02/14/2021,1629669,Jaylen Nowell,G,Minnesota,Toronto,R,0,13.68,4,6,1,3,2,3,0,0,0,2,5,1,0,1,11,23.7,1,0.0,18.5,48.7,236.5,0.0,18,247.0,278.03,0.89,12.2,6.300000000000001,15.4,0.0782241014799154,0.0693622416955205,18.4
8380,8380,NBA 2020-2021 Regular Season,22000413,02/14/2021,1626181,Norman Powell,G,Toronto,Minnesota,H,1,36.03,8,12,2,3,4,5,1,4,5,1,0,0,1,0,22,17.51,2,0.0,30.25,30.2,213.0,0.63,30,796.75,864.7200000000003,0.92,33.1,-2.8500000000000014,28.8,0.142018779342723,0.1287410124331062,33.8
8381,8381,NBA 2020-2021 Regular Season,22000413,02/14/2021,1627783,Pascal Siakam,F,Toronto,Minnesota,H,1,36.72,6,19,1,3,5,5,1,7,8,6,4,2,3,1,18,27.35,2,0.0,42.0,41.2,213.0,1.0,29,1195.0,1051.26,1.14,41.9,0.1000000000000014,36.3,0.1971830985915492,0.1641902577740294,35.7
8382,8382,NBA 2020-2021 Regular Season,22000413,02/14/2021,203382,Aron Baynes,C-F,Toronto,Minnesota,H,1,23.98,3,7,0,2,0,0,4,1,5,1,6,1,1,0,6,13.85,2,0.0,15.25,22.9,213.0,0.83,29,433.5,563.3700000000002,0.77,18.5,-3.25,19.4,0.0715962441314554,0.073890117152106,20.0
8383,8383,NBA 2020-2021 Regular Season,22000413,02/14/2021,1627832,Fred VanVleet,G,Toronto,Minnesota,H,1,37.87,8,21,4,12,2,2,0,3,3,6,3,0,1,0,22,25.08,2,0.0,36.25,34.5,213.0,1.0,32,1331.25,1171.6500000000003,1.14,43.2,-6.950000000000003,36.6,0.17018779342723,0.1779485553928296,37.4
8384,8384,NBA 2020-2021 Regular Season,22000413,02/14/2021,200768,Kyle Lowry,G,Toronto,Minnesota,H,1,40.1,6,12,2,4,10,12,0,4,4,4,3,2,4,0,24,22.03,2,0.0,38.0,34.1,213.0,1.0,25,935.75,858.86,1.09,43.7,-5.700000000000003,34.4,0.1784037558685446,0.1500501850363179,30.0
8385,8385,NBA 2020-2021 Regular Season,22000413,02/14/2021,1628449,Chris Boucher,F-C,Toronto,Minnesota,H,0,18.28,2,6,0,2,2,2,3,1,4,1,3,0,0,1,6,15.62,2,0.0,14.5,28.6,213.0,0.03,32,918.25,745.52,1.23,22.5,-8.0,23.3,0.068075117370892,0.1118134028091391,25.9
8386,8386,NBA 2020-2021 Regular Season,22000413,02/14/2021,1627761,DeAndre' Bembry,G-F,Toronto,Minnesota,H,0,21.75,3,6,0,2,3,5,0,4,4,2,0,0,0,0,9,15.65,2,0.0,17.0,28.1,213.0,0.17,23,258.5,367.73,0.7,15.2,1.8000000000000007,16.0,0.0798122065727699,0.0492605952375325,22.2
8387,8387,NBA 2020-2021 Regular Season,22000413,02/14/2021,1626169,Stanley Johnson,F-G,Toronto,Minnesota,H,0,13.68,0,2,0,1,0,0,1,3,4,0,2,0,1,1,0,9.1,2,0.0,6.5,17.1,213.0,0.04,28,273.75,381.6599999999999,0.72,9.8,-3.3000000000000007,13.6,0.0305164319248826,0.0429093454040027,12.1
8388,8388,NBA 2020-2021 Regular Season,22000413,02/14/2021,1629056,Terence Davis,G,Toronto,Minnesota,H,0,11.58,2,6,1,4,0,0,0,1,1,3,1,1,0,0,5,21.51,2,0.0,13.25,41.2,213.0,0.08,26,315.25,357.8599999999999,0.88,10.2,3.0500000000000007,13.8,0.062206572769953,0.0523318932081249,15.5
8389,8389,NBA 2020-2021 Regular Season,22000414,02/14/2021,201942,DeMar DeRozan,G-F,San Antonio,Charlotte,R,1,35.03,3,8,1,3,1,1,0,2,2,9,1,2,1,0,8,11.41,1,0.0,28.0,28.8,258.25,1.0,25,965.75,834.7299999999999,1.16,40.6,-12.6,33.4,0.1084220716360116,0.1590714938960815,32.4
8390,8390,NBA 2020-2021 Regular Season,22000414,02/14/2021,1629640,Keldon Johnson,F-G,San Antonio,Charlotte,R,1,31.38,7,14,1,3,3,4,2,6,8,3,2,1,0,0,18,21.27,1,0.0,35.0,40.2,258.25,1.0,27,788.0,812.3400000000001,0.97,30.4,4.600000000000001,30.1,0.1355275895450145,0.1198805887367773,29.2
8391,8391,NBA 2020-2021 Regular Season,22000414,02/14/2021,1627751,Jakob Poeltl,C,San Antonio,Charlotte,R,1,36.53,3,6,0,0,2,2,7,4,11,2,4,1,3,4,8,11.45,1,0.0,33.25,32.8,258.25,0.33,27,580.25,600.1500000000001,0.97,35.4,-2.1499999999999986,22.2,0.1287512100677638,0.1103720239419678,28.7
8392,8392,NBA 2020-2021 Regular Season,22000414,02/14/2021,1628401,Derrick White,G,San Antonio,Charlotte,R,1,26.85,9,15,4,8,3,5,0,2,2,4,3,4,0,0,25,27.13,1,0.0,43.5,58.3,258.25,0.5,8,194.0,188.83,1.03,27.7,15.8,23.6,0.1684414327202323,0.103009099927699,24.6
8393,8393,NBA 2020-2021 Regular Season,22000414,02/14/2021,1627749,Dejounte Murray,G,San Antonio,Charlotte,R,1,32.32,10,22,0,5,6,6,1,11,12,6,0,2,0,0,26,32.28,1,1.5,55.5,61.8,258.25,1.0,27,945.5,821.02,1.15,37.2,18.3,30.4,0.2149080348499516,0.1488430964584766,30.3
8394,8394,NBA 2020-2021 Regular Season,22000414,02/14/2021,201988,Patty Mills,G,San Antonio,Charlotte,R,0,25.87,4,11,2,8,0,0,0,2,2,2,2,1,3,0,10,22.92,1,0.0,17.0,23.7,258.25,0.0,27,590.25,687.1699999999998,0.86,22.2,-5.199999999999999,25.5,0.0658276863504356,0.0898376941446049,25.5
8395,8395,NBA 2020-2021 Regular Season,22000414,02/14/2021,1629022,Lonnie Walker IV,G-F,San Antonio,Charlotte,R,0,19.27,5,7,1,3,0,0,0,1,1,2,0,0,0,0,11,15.38,1,0.0,15.75,29.4,258.25,0.88,25,471.75,666.3199999999999,0.71,13.7,2.0500000000000007,26.7,0.0609874152952565,0.0699738989721079,18.7
8396,8396,NBA 2020-2021 Regular Season,22000414,02/14/2021,200752,Rudy Gay,F-G,San Antonio,Charlotte,R,0,19.12,5,10,1,3,1,1,0,3,3,2,0,1,2,0,12,27.55,1,0.0,20.25,38.1,258.25,0.0,26,584.75,571.49,1.02,19.5,0.75,22.0,0.0784123910939012,0.0927695645422253,22.4
8397,8397,NBA 2020-2021 Regular Season,22000414,02/14/2021,1630170,Devin Vassell,G-F,San Antonio,Charlotte,R,0,7.0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,6.05,1,0.0,4.75,24.4,258.25,0.04,26,371.25,450.97,0.82,5.7,-0.9500000000000002,17.3,0.0183930300096805,0.0650740397029729,16.0
8398,8398,NBA 2020-2021 Regular Season,22000414,02/14/2021,1629234,Drew Eubanks,F-C,San Antonio,Charlotte,R,0,6.65,2,2,0,0,0,0,0,1,1,0,0,0,0,0,4,12.74,1,0.0,5.25,28.4,258.25,0.0,11,125.75,138.88,0.91,6.1,-0.8499999999999996,12.6,0.0203291384317521,0.0507805581296433,12.5
8399,8399,NBA 2020-2021 Regular Season,22000414,02/14/2021,1626179,Terry Rozier,G,Charlotte,San Antonio,H,1,40.45,14,29,3,9,2,2,3,4,7,4,2,2,4,1,33,34.71,1,0.0,53.25,47.4,230.75,1.0,28,968.0,937.24,1.03,41.7,11.549999999999995,33.5,0.2307692307692307,0.1539304299518032,34.4
8400,8400,NBA 2020-2021 Regular Season,22000414,02/14/2021,1628970,Miles Bridges,F,Charlotte,San Antonio,H,1,36.83,2,5,0,3,1,1,1,5,6,2,5,1,3,1,5,9.5,1,0.0,18.0,17.6,230.75,0.07,30,679.25,797.2099999999999,0.85,31.3,-13.3,26.6,0.0780065005417118,0.1015673391748361,31.3
8401,8401,NBA 2020-2021 Regular Season,22000414,02/14/2021,203469,Cody Zeller,F-C,Charlotte,San Antonio,H,1,21.85,5,7,0,0,0,0,2,10,12,2,1,0,1,1,10,15.17,1,1.5,31.0,51.1,230.75,0.82,17,426.0,402.9500000000001,1.06,23.2,7.800000000000001,23.7,0.1343445287107258,0.1118864644015168,23.1
8402,8402,NBA 2020-2021 Regular Season,22000414,02/14/2021,1628984,Devonte' Graham,G,Charlotte,San Antonio,H,1,19.45,2,7,1,5,0,0,1,3,4,3,0,0,0,0,5,14.91,1,0.0,15.0,27.8,230.75,1.0,25,730.75,820.57,0.89,17.3,-2.3000000000000007,32.8,0.0650054171180931,0.1261585981590532,27.8
8403,8403,NBA 2020-2021 Regular Season,22000414,02/14/2021,1630163,LaMelo Ball,G,Charlotte,San Antonio,H,1,39.0,7,20,3,8,0,0,3,9,12,8,4,3,5,1,17,26.56,1,1.5,52.5,48.5,230.75,0.33,30,1056.75,846.2499999999999,1.25,48.8,3.700000000000003,28.2,0.2275189599133261,0.1545741418278665,33.3
