,Unnamed: 0,GameType,GameID,Date,PlayerID,Player,Position,Team,Opponent,Venue,Starter,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,Usage,Rest,bonus,PlayerFP,GameFP/36,TeamFP,Status,GP,TOTfp,TOTmin,FPperMIN,expFP,delta,MPG,teamperc,percavg,rollingMin
2849,2849,NBA 2020-2021 Regular Season,22000131,01/08/2021,1626149,Montrezl Harrell,F-C,LA Lakers,Chicago,H,0,29.28,7,13,0,0,3,3,7,7,14,0,2,0,2,1,17,24.8,0,1.5,37.0,45.5,223.0,0.0,32,825.0,775.58,1.06,31.0,6.0,24.2,0.1659192825112107,0.1099198517970449,22.4
2850,2850,NBA 2020-2021 Regular Season,22000131,01/08/2021,1627936,Alex Caruso,G,LA Lakers,Chicago,H,0,16.73,3,7,3,6,0,0,0,2,2,3,0,1,2,0,9,23.94,0,0.0,18.5,39.8,223.0,0.0,25,364.25,489.0799999999999,0.74,12.4,6.1,19.6,0.0829596412556053,0.0527651800567586,15.5
2851,2851,NBA 2020-2021 Regular Season,22000131,01/08/2021,1629659,Talen Horton-Tucker,G,LA Lakers,Chicago,H,0,19.92,3,5,1,1,2,2,0,2,2,3,1,0,1,1,9,15.37,0,0.0,18.0,32.5,223.0,0.0,28,413.5,474.74,0.87,17.3,0.6999999999999993,17.0,0.0807174887892376,0.0641829272559815,20.2
2852,2852,NBA 2020-2021 Regular Season,22000131,01/08/2021,201162,Jared Dudley,F,LA Lakers,Chicago,H,0,7.13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0.0,1.25,6.3,223.0,0.0,7,14.0,24.81,0.56,4.0,-2.75,3.5,0.0056053811659192,0.0078787598490375,3.9
2853,2853,NBA 2020-2021 Regular Season,22000132,01/08/2021,1628384,OG Anunoby,F,Toronto,Sacramento,R,1,28.6,2,8,0,4,4,6,0,2,2,2,5,2,3,0,8,20.31,1,0.0,16.0,20.1,280.0,1.0,21,601.75,705.4099999999999,0.85,24.3,-8.3,33.6,0.0571428571428571,0.1152716209282231,33.5
2854,2854,NBA 2020-2021 Regular Season,22000132,01/08/2021,1627783,Pascal Siakam,F,Toronto,Sacramento,R,1,33.15,7,11,1,2,2,2,3,6,9,12,5,1,2,1,17,17.83,1,4.5,54.25,58.9,280.0,1.0,29,1195.0,1051.26,1.14,37.8,16.450000000000003,36.3,0.19375,0.1693223804509309,32.7
2855,2855,NBA 2020-2021 Regular Season,22000132,01/08/2021,203458,Alex Len,C,Toronto,Sacramento,R,1,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,280.0,0.27,22,294.75,301.91,0.98,4.6,-4.6,13.7,0.0,0.0317189405455424,9.0
2856,2856,NBA 2020-2021 Regular Season,22000132,01/08/2021,1626181,Norman Powell,G,Toronto,Sacramento,R,1,26.7,6,8,4,5,6,6,0,2,2,0,0,2,1,0,22,18.57,1,0.0,30.0,40.4,280.0,0.63,30,796.75,864.7200000000003,0.92,24.6,5.399999999999999,28.8,0.1071428571428571,0.0730151674236525,25.5
2857,2857,NBA 2020-2021 Regular Season,22000132,01/08/2021,1627832,Fred VanVleet,G,Toronto,Sacramento,R,1,33.23,13,22,5,9,3,3,1,2,3,7,1,1,3,0,34,33.74,1,0.0,51.25,55.5,280.0,1.0,32,1331.25,1171.6500000000003,1.14,37.9,13.35,36.6,0.1830357142857142,0.1826363481802265,36.1
2858,2858,NBA 2020-2021 Regular Season,22000132,01/08/2021,1628449,Chris Boucher,F-C,Toronto,Sacramento,R,0,29.2,9,12,2,4,3,5,4,6,10,2,2,1,0,3,23,20.71,1,1.5,49.0,60.4,280.0,0.03,32,918.25,745.52,1.23,35.9,13.1,23.3,0.175,0.1190640160969285,23.7
2859,2859,NBA 2020-2021 Regular Season,22000132,01/08/2021,1629139,Yuta Watanabe,G-F,Toronto,Sacramento,R,0,19.17,1,5,1,2,0,0,2,5,7,0,1,0,0,1,3,11.11,1,0.0,14.25,26.8,280.0,0.0,20,189.25,239.85,0.79,15.1,-0.8499999999999996,12.0,0.0508928571428571,0.0397466148011478,12.2
2860,2860,NBA 2020-2021 Regular Season,22000132,01/08/2021,1629056,Terence Davis,G,Toronto,Sacramento,R,0,22.27,7,13,4,8,0,0,0,1,1,3,1,0,1,0,18,26.78,3,0.0,25.25,40.8,280.0,0.08,26,315.25,357.8599999999999,0.88,19.6,5.649999999999999,13.8,0.0901785714285714,0.0542730871046845,12.7
2861,2861,NBA 2020-2021 Regular Season,22000132,01/08/2021,1630201,Malachi Flynn,G,Toronto,Sacramento,R,0,16.78,5,6,2,3,0,0,0,5,5,2,3,0,1,0,12,17.77,1,0.0,21.75,46.7,280.0,0.0,15,79.25,125.33,0.63,10.6,11.15,8.4,0.0776785714285714,0.0186364894795127,8.1
2862,2862,NBA 2020-2021 Regular Season,22000132,01/08/2021,1626169,Stanley Johnson,F-G,Toronto,Sacramento,R,0,15.48,0,2,0,1,0,0,1,3,4,1,1,0,0,0,0,5.5,3,0.0,6.5,15.1,280.0,0.04,28,273.75,381.6599999999999,0.72,11.1,-4.6,13.6,0.0232142857142857,0.0385696801517423,14.5
2863,2863,NBA 2020-2021 Regular Season,22000132,01/08/2021,1627761,DeAndre' Bembry,G-F,Toronto,Sacramento,R,0,3.83,1,2,0,0,0,0,0,0,0,1,0,1,1,0,2,33.36,1,0.0,5.0,47.0,280.0,0.17,23,258.5,367.73,0.7,2.7,2.3,16.0,0.0178571428571428,0.0101909990203415,3.7
2864,2864,NBA 2020-2021 Regular Season,22000132,01/08/2021,1630223,Jalen Harris,G,Toronto,Sacramento,R,0,2.28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,3+,0.0,0.0,0.0,280.0,0.0,2,0.75,4.359999999999999,0.17,0.4,-0.4,2.2,0.0,,
2865,2865,NBA 2020-2021 Regular Season,22000132,01/08/2021,1628778,Paul Watson,G,Toronto,Sacramento,R,0,2.28,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,18.68,3,0.0,3.25,51.3,280.0,0.0,14,47.75,43.14000000000001,1.11,2.5,0.75,3.1,0.0116071428571428,0.010525911707661,2.7
2866,2866,NBA 2020-2021 Regular Season,22000132,01/08/2021,1629744,Matt Thomas,G,Toronto,Sacramento,R,0,2.28,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,18.68,9,0.0,3.5,55.3,280.0,0.0,18,78.0,116.57,0.67,1.5,2.0,6.5,0.0125,0.0482668318931846,12.3
2867,2867,NBA 2020-2021 Regular Season,22000132,01/08/2021,203084,Harrison Barnes,F,Sacramento,Toronto,H,1,30.52,6,8,2,2,7,10,0,4,4,8,3,1,3,0,21,23.22,1,0.0,39.5,46.6,245.5,1.0,28,854.25,985.0599999999998,0.87,26.6,12.9,35.2,0.1608961303462321,0.143484538796192,34.6
2868,2868,NBA 2020-2021 Regular Season,22000132,01/08/2021,1628963,Marvin Bagley III,F,Sacramento,Toronto,H,1,29.27,6,9,1,3,2,5,2,2,4,2,3,0,0,1,15,17.61,1,0.0,25.5,31.4,245.5,1.0,29,771.25,741.8300000000002,1.04,30.4,-4.899999999999999,25.6,0.1038696537678207,0.112915227849804,26.7
2869,2869,NBA 2020-2021 Regular Season,22000132,01/08/2021,1626158,Richaun Holmes,F,Sacramento,Toronto,H,1,23.55,5,7,0,0,0,0,0,0,0,2,4,1,0,3,10,13.68,1,0.0,21.0,32.1,245.5,1.0,27,802.75,786.7399999999999,1.02,24.0,-3.0,29.1,0.0855397148676171,0.1232999725739031,28.2
2870,2870,NBA 2020-2021 Regular Season,22000132,01/08/2021,1627741,Buddy Hield,G,Sacramento,Toronto,H,1,32.45,6,14,3,9,0,0,0,5,5,6,3,1,1,0,15,21.27,1,0.0,33.25,36.9,245.5,1.0,31,911.5,1067.4,0.85,27.6,5.649999999999999,34.4,0.1354378818737271,0.1202175923304513,34.6
2871,2871,NBA 2020-2021 Regular Season,22000132,01/08/2021,1628368,De'Aaron Fox,G,Sacramento,Toronto,H,1,24.9,9,11,0,1,5,7,0,1,1,3,1,2,4,1,23,33.41,1,0.0,32.75,47.3,245.5,1.0,30,1227.75,1004.9199999999998,1.22,30.4,2.3500000000000014,33.5,0.1334012219959267,0.1498230737943577,26.4
2872,2872,NBA 2020-2021 Regular Season,22000132,01/08/2021,1630169,Tyrese Haliburton,G,Sacramento,Toronto,H,0,29.02,5,10,5,7,0,0,0,2,2,8,0,2,1,1,15,17.44,1,0.0,37.5,46.5,245.5,0.07,29,873.25,870.4899999999999,1.0,29.0,8.5,30.0,0.1527494908350305,0.1186300362946145,28.3
2873,2873,NBA 2020-2021 Regular Season,22000132,01/08/2021,202709,Cory Joseph,G,Sacramento,Toronto,H,0,22.85,2,4,2,3,0,0,0,2,2,3,2,0,0,1,6,8.05,1,0.0,16.0,25.2,245.5,0.06,31,449.25,627.56,0.72,16.5,-0.5,20.2,0.065173116089613,0.0755163412988361,24.2
2874,2874,NBA 2020-2021 Regular Season,22000132,01/08/2021,202357,Nemanja Bjelica,F,Sacramento,Toronto,H,0,9.82,1,4,0,2,0,0,0,1,1,1,0,0,1,0,2,23.43,1,0.0,4.25,15.6,245.5,0.07,15,251.0,257.48,0.97,9.5,-5.25,17.2,0.0173116089613034,0.0632474212193758,15.2
2875,2875,NBA 2020-2021 Regular Season,22000132,01/08/2021,203922,Glenn Robinson III,F,Sacramento,Toronto,H,0,17.17,3,5,1,3,2,2,0,2,2,1,2,0,0,0,9,15.76,1,0.0,13.5,28.3,245.5,0.09,23,223.75,369.32,0.61,10.5,3.0,16.1,0.054989816700611,0.055029314089735,19.4
2876,2876,NBA 2020-2021 Regular Season,22000132,01/08/2021,1629657,Kyle Guy,G,Sacramento,Toronto,H,0,5.75,1,3,1,1,0,0,0,0,0,1,0,1,0,0,3,24.01,3,0.0,7.0,43.8,245.5,0.0,12,83.75,96.91000000000004,0.86,4.9,2.1,8.1,0.0285132382892057,0.039905928430042,8.5
2877,2877,NBA 2020-2021 Regular Season,22000132,01/08/2021,1629713,Justin James,G-F,Sacramento,Toronto,H,0,5.75,1,3,0,1,0,4,1,0,1,0,0,1,0,0,2,38.09,3,0.0,5.25,32.9,245.5,0.0,11,45.25,62.49,0.72,4.1,1.1500000000000004,5.7,0.0213849287169042,0.0157157704924195,5.4
2878,2878,NBA 2020-2021 Regular Season,22000132,01/08/2021,1630186,Jahmi'us Ramsey,G,Sacramento,Toronto,H,0,5.13,0,2,0,2,0,0,0,3,3,1,0,0,1,1,0,26.91,3,0.0,6.75,47.4,245.5,0.0,4,13.5,15.65,0.86,4.4,2.35,3.9,0.0274949083503055,0.0199782740429873,4.2
2879,2879,NBA 2020-2021 Regular Season,22000132,01/08/2021,1630218,Robert Woodard II,F,Sacramento,Toronto,H,0,3.83,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,12.01,3,0.0,3.25,30.5,245.5,0.0,6,23.0,17.1,1.35,5.2,-1.95,2.8,0.0132382892057026,0.026441006530212,3.8
2880,2880,NBA 2020-2021 Regular Season,22000133,01/09/2021,203115,Will Barton,G,Denver,Philadelphia,R,1,24.02,6,10,0,1,2,2,2,1,3,3,0,3,3,1,14,24.42,1,0.0,28.75,43.1,251.25,0.86,28,651.75,835.23,0.78,18.7,10.05,29.8,0.1144278606965174,0.1065989908644827,30.4
2881,2881,NBA 2020-2021 Regular Season,22000133,01/09/2021,200794,Paul Millsap,F,Denver,Philadelphia,R,1,21.65,3,8,1,3,2,2,1,4,5,0,0,2,1,1,9,19.28,1,0.0,21.25,35.3,251.25,1.0,26,579.5,620.73,0.93,20.1,1.1499999999999986,23.9,0.0845771144278607,0.0823828441868279,21.9
2882,2882,NBA 2020-2021 Regular Season,22000133,01/09/2021,203999,Nikola Jokic,C,Denver,Philadelphia,R,1,29.02,6,8,0,0,3,3,1,8,9,12,2,0,4,0,15,19.39,1,4.5,46.75,58.0,251.25,1.0,31,1816.25,1113.66,1.63,47.3,-0.5499999999999972,35.9,0.1860696517412935,0.2506583182534485,33.6
2883,2883,NBA 2020-2021 Regular Season,22000133,01/09/2021,203914,Gary Harris,G,Denver,Philadelphia,R,1,28.28,7,11,5,8,2,4,1,2,3,1,1,1,1,0,21,20.56,1,0.0,30.25,38.5,251.25,1.0,19,337.75,581.43,0.58,16.4,13.85,30.6,0.1203980099502487,0.0729967953199854,32.3
2884,2884,NBA 2020-2021 Regular Season,22000133,01/09/2021,1627750,Jamal Murray,G,Denver,Philadelphia,R,1,28.87,6,11,2,3,0,0,0,1,1,4,2,1,2,0,14,19.03,1,0.0,23.25,29.0,251.25,1.0,29,1057.25,1019.19,1.04,30.0,-6.75,35.1,0.0925373134328358,0.1445567910662787,36.7
2885,2885,NBA 2020-2021 Regular Season,22000133,01/09/2021,203210,JaMychal Green,F-C,Denver,Philadelphia,R,0,21.05,4,11,2,6,2,2,2,4,6,1,1,0,2,0,12,27.86,1,0.0,21.0,35.9,251.25,0.16,25,504.5,511.8,0.99,20.8,0.1999999999999993,20.5,0.0835820895522388,0.0969770600464118,19.8
2886,2886,NBA 2020-2021 Regular Season,22000133,01/09/2021,1628392,Isaiah Hartenstein,C-F,Denver,Philadelphia,R,0,14.93,3,5,0,0,0,0,4,1,5,0,1,2,2,2,6,19.81,1,0.0,19.25,46.4,251.25,0.0,21,209.75,188.97999999999996,1.11,16.6,2.6499999999999986,9.0,0.0766169154228855,0.0500204625819515,9.5
2887,2887,NBA 2020-2021 Regular Season,22000133,01/09/2021,1628420,Monte Morris,G,Denver,Philadelphia,R,0,22.45,5,10,0,2,2,2,0,2,2,4,1,1,0,1,12,20.48,1,0.0,24.5,39.3,251.25,0.13,30,621.75,795.22,0.78,17.5,7.0,26.5,0.0975124378109452,0.0922644582953309,26.2
2888,2888,NBA 2020-2021 Regular Season,22000133,01/09/2021,1628408,PJ Dozier,G-F,Denver,Philadelphia,R,0,18.93,2,5,1,2,0,0,3,5,8,1,3,0,1,1,5,13.39,1,0.0,18.5,35.2,251.25,0.0,17,282.0,330.17,0.85,16.1,2.3999999999999986,19.4,0.0736318407960199,0.0628091857668948,20.9
2889,2889,NBA 2020-2021 Regular Season,22000133,01/09/2021,1630267,Facundo Campazzo,G,Denver,Philadelphia,R,0,17.03,1,4,1,4,0,0,0,2,2,2,1,0,1,0,3,12.41,3,0.0,8.5,18.0,251.25,0.04,28,338.5,431.92,0.78,13.3,-4.800000000000001,15.4,0.0338308457711442,0.0388970500779156,16.2
2890,2890,NBA 2020-2021 Regular Season,22000133,01/09/2021,1630181,R.J. Hampton,G,Denver,Philadelphia,R,0,5.37,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,15.74,3,0.0,2.0,13.4,251.25,0.0,23,138.0,210.75000000000003,0.65,3.5,-1.5,9.2,0.0079601990049751,0.0038653800896922,1.7
2891,2891,NBA 2020-2021 Regular Season,22000133,01/09/2021,1630210,Markus Howard,G,Denver,Philadelphia,R,0,2.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20.12,5,0.0,0.0,0.0,251.25,0.0,16,33.75,51.38,0.66,1.4,-1.4,3.2,0.0,5.551115123125783e-17,1.0
2892,2892,NBA 2020-2021 Regular Season,22000133,01/09/2021,1629626,Bol Bol,C-F,Denver,Philadelphia,R,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0.0,0.0,0.0,251.25,0.15,13,48.25,76.95000000000002,0.63,1.3,-1.3,5.9,0.0,0.003060263653484,4.1
2893,2893,NBA 2020-2021 Regular Season,22000133,01/09/2021,1630192,Zeke Nnaji,F-C,Denver,Philadelphia,R,0,2.1,1,3,0,1,0,0,1,0,1,0,0,0,0,0,2,60.36,5,0.0,3.25,55.7,251.25,0.06,18,101.75,172.07,0.59,1.2,2.05,9.6,0.0129353233830845,0.0032338308457711,1.8
2894,2894,NBA 2020-2021 Regular Season,22000133,01/09/2021,1628427,Vlatko Cancar,F,Denver,Philadelphia,R,0,2.1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,20.12,5,0.0,4.0,68.6,251.25,0.0,15,34.5,47.67000000000001,0.72,1.5,2.5,3.2,0.0159203980099502,0.0046790529461918,2.2
2895,2895,NBA 2020-2021 Regular Season,22000133,01/09/2021,1629751,Dakota Mathias,G,Philadelphia,Denver,H,1,41.05,5,13,2,5,0,1,1,0,1,5,3,1,1,1,12,13.68,1,0.0,25.25,22.1,222.0,0.25,8,87.75,123.46999999999998,0.71,29.1,-3.8500000000000014,15.4,0.1137387387387387,0.0484238438286391,14.2
2896,2896,NBA 2020-2021 Regular Season,22000133,01/09/2021,201980,Danny Green,G,Philadelphia,Denver,H,1,36.17,4,17,2,7,1,3,1,2,3,5,4,2,3,1,11,22.93,1,0.0,27.75,27.6,222.0,1.0,32,654.75,916.59,0.71,25.7,2.0500000000000007,28.6,0.125,0.0819445086064123,29.5
2897,2897,NBA 2020-2021 Regular Season,22000133,01/09/2021,2730,Dwight Howard,C-F,Philadelphia,Denver,H,1,23.58,4,6,1,2,2,2,4,7,11,2,5,0,4,0,11,17.95,1,1.5,27.75,42.4,222.0,0.12,32,574.5,517.89,1.11,26.2,1.5500000000000007,16.2,0.125,0.0707971632840993,15.8
2898,2898,NBA 2020-2021 Regular Season,22000133,01/09/2021,1630198,Isaiah Joe,G,Philadelphia,Denver,H,1,44.85,4,18,3,11,2,2,2,2,4,2,1,1,1,0,13,17.24,1,0.0,24.0,19.3,222.0,0.05,19,164.75,234.99,0.7,31.4,-7.399999999999999,12.4,0.1081081081081081,0.0369585019438358,14.5
2899,2899,NBA 2020-2021 Regular Season,22000133,01/09/2021,1630178,Tyrese Maxey,G,Philadelphia,Denver,H,1,43.75,18,33,3,8,0,0,1,6,7,6,3,2,2,0,39,31.12,1,0.0,61.25,50.4,222.0,0.21,29,428.5,488.9600000000001,0.88,38.5,22.75,16.9,0.2759009009009009,0.074709235569153,23.0
2900,2900,NBA 2020-2021 Regular Season,22000133,01/09/2021,1630194,Paul Reed,F,Philadelphia,Denver,H,0,26.18,3,9,0,1,0,0,6,1,7,2,1,1,4,1,6,19.32,4,0.0,19.75,27.2,222.0,0.0,5,42.5,55.26,0.77,20.2,-0.4499999999999993,11.1,0.0889639639639639,,
2901,2901,NBA 2020-2021 Regular Season,22000133,01/09/2021,1628396,Tony Bradley,C-F,Philadelphia,Denver,H,0,24.42,5,7,0,1,1,2,5,10,15,1,2,1,1,1,11,14.14,12,1.5,36.25,53.4,222.0,0.1,10,131.5,117.28,1.12,27.4,8.850000000000001,11.7,0.1632882882882882,,
2902,2902,NBA 2020-2021 Regular Season,22000134,01/09/2021,1629631,De'Andre Hunter,F-G,Atlanta,Charlotte,R,1,33.68,6,10,1,2,7,7,2,6,8,1,2,1,1,2,20,17.4,2,0.0,37.5,40.1,235.25,1.0,18,547.25,578.6700000000002,0.95,32.0,5.5,32.1,0.1594048884165781,0.1350775565152532,33.3
2903,2903,NBA 2020-2021 Regular Season,22000134,01/09/2021,1628381,John Collins,F,Atlanta,Charlotte,R,1,30.27,4,7,1,1,3,6,6,4,10,0,4,1,0,0,12,13.26,2,1.5,28.5,33.9,235.25,1.0,31,999.75,957.33,1.04,31.5,-3.0,30.9,0.1211477151965993,0.1394561950095217,31.0
2904,2904,NBA 2020-2021 Regular Season,22000134,01/09/2021,203991,Clint Capela,C,Atlanta,Charlotte,R,1,27.28,2,6,0,0,3,4,4,9,13,1,1,1,2,0,7,14.89,2,0.0,25.75,34.0,235.25,1.0,28,1124.5,831.3900000000002,1.35,36.8,-11.049999999999995,29.7,0.1094580233793836,0.1366888507425823,29.0
2905,2905,NBA 2020-2021 Regular Season,22000134,01/09/2021,203992,Bogdan Bogdanovic,G,Atlanta,Charlotte,R,1,10.83,2,6,1,5,0,0,0,1,1,0,2,0,2,0,5,30.75,2,0.0,5.75,19.1,235.25,0.22,9,175.0,212.90000000000003,0.82,8.9,-3.1500000000000004,23.7,0.0244420828905419,0.0807303610974761,19.3
2906,2906,NBA 2020-2021 Regular Season,22000134,01/09/2021,1629027,Trae Young,G,Atlanta,Charlotte,R,1,37.15,5,19,0,5,5,5,2,0,2,10,4,0,5,0,15,29.36,2,4.5,34.5,33.4,235.25,1.0,29,1449.25,1011.4799999999998,1.43,53.1,-18.6,34.9,0.1466524973432518,0.1867941696099194,35.7
2907,2907,NBA 2020-2021 Regular Season,22000134,01/09/2021,1628989,Kevin Huerter,G-F,Atlanta,Charlotte,R,0,32.57,4,13,3,10,0,0,2,2,4,6,3,0,0,0,11,16.61,2,0.0,26.5,29.3,235.25,0.65,31,794.75,988.23,0.8,26.1,0.3999999999999986,31.9,0.1126461211477152,0.1085797209876915,29.2
2908,2908,NBA 2020-2021 Regular Season,22000134,01/09/2021,1629629,Cam Reddish,F-G,Atlanta,Charlotte,R,0,33.62,6,17,4,13,5,6,0,5,5,1,3,4,3,0,21,28.03,2,0.0,37.25,39.9,235.25,0.81,26,558.0,750.35,0.74,24.9,12.35,28.9,0.1583421891604675,0.09458821107216,29.3
2909,2909,NBA 2020-2021 Regular Season,22000134,01/09/2021,1629164,Brandon Goodwin,G,Atlanta,Charlotte,R,0,12.87,2,6,1,4,0,0,0,0,0,3,0,0,1,0,5,22.64,2,0.0,9.5,26.6,235.25,0.0,23,216.25,285.23,0.76,9.8,-0.3000000000000007,12.4,0.0403825717321997,0.0434272740897845,14.2
2910,2910,NBA 2020-2021 Regular Season,22000134,01/09/2021,203524,Solomon Hill,F,Atlanta,Charlotte,R,0,19.62,3,5,3,5,0,0,0,3,3,3,2,3,0,1,9,10.61,2,0.0,26.75,49.1,235.25,0.03,31,342.0,587.13,0.58,11.4,15.35,18.9,0.1137088204038257,0.0473629618100094,15.2
2911,2911,NBA 2020-2021 Regular Season,22000134,01/09/2021,1630233,Nathan Knight,F-C,Atlanta,Charlotte,R,0,2.12,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.0,2,0.0,3.25,55.2,235.25,0.0,9,56.5,53.67,1.05,2.2,1.0499999999999998,6.0,0.0138150903294367,0.0200927241145024,3.9
2912,2912,NBA 2020-2021 Regular Season,22000134,01/09/2021,202330,Gordon Hayward,F,Charlotte,Atlanta,H,1,35.88,6,14,1,4,0,0,0,1,1,3,0,1,2,0,13,20.87,0,0.0,20.25,20.3,240.75,1.0,28,1051.0,979.9100000000002,1.07,38.4,-18.15,35.0,0.0841121495327102,0.1588215261585349,36.8
2913,2913,NBA 2020-2021 Regular Season,22000134,01/09/2021,1629023,P.J. Washington,F,Charlotte,Atlanta,H,1,36.48,7,11,2,4,6,6,0,7,7,1,4,0,1,6,22,18.78,0,0.0,44.75,44.2,240.75,1.0,26,734.75,753.4300000000001,0.98,35.8,8.950000000000003,29.0,0.185877466251298,0.119904219683621,30.0
2914,2914,NBA 2020-2021 Regular Season,22000134,01/09/2021,202687,Bismack Biyombo,C,Charlotte,Atlanta,H,1,21.17,2,4,0,0,0,0,3,4,7,0,4,0,2,1,4,13.27,0,0.0,13.75,23.4,240.75,0.57,28,479.75,619.7099999999999,0.77,16.3,-2.5500000000000007,22.1,0.0571131879543094,0.0945525027352953,25.2
2915,2915,NBA 2020-2021 Regular Season,22000134,01/09/2021,1626179,Terry Rozier,G,Charlotte,Atlanta,H,1,35.47,8,15,4,9,3,5,0,4,4,2,3,4,3,0,23,26.65,0,0.0,39.5,40.1,240.75,1.0,28,968.0,937.24,1.03,36.5,3.0,33.5,0.1640706126687435,0.1405998510005074,32.3
2916,2916,NBA 2020-2021 Regular Season,22000134,01/09/2021,1628984,Devonte' Graham,G,Charlotte,Atlanta,H,1,32.1,1,6,1,5,6,8,0,5,5,7,1,2,3,0,9,18.25,0,0.0,28.75,32.2,240.75,1.0,25,730.75,820.57,0.89,28.6,0.1499999999999985,32.8,0.1194184839044652,0.1232978680281307,32.4
2917,2917,NBA 2020-2021 Regular Season,22000134,01/09/2021,1628970,Miles Bridges,F,Charlotte,Atlanta,H,0,25.28,0,4,0,1,2,2,0,3,3,1,3,1,1,0,2,10.89,0,0.0,8.75,12.5,240.75,0.07,30,679.25,797.2099999999999,0.85,21.5,-12.75,26.6,0.0363447559709241,0.0928104263204871,25.2
2918,2918,NBA 2020-2021 Regular Season,22000134,01/09/2021,1630163,LaMelo Ball,G,Charlotte,Atlanta,H,0,31.18,9,13,3,5,1,2,3,9,12,11,4,1,1,0,22,22.34,0,0.0,56.5,65.2,240.75,0.33,30,1056.75,846.2499999999999,1.25,39.0,17.5,28.2,0.2346832814122533,0.1390787329304766,28.3
2919,2919,NBA 2020-2021 Regular Season,22000134,01/09/2021,1628997,Caleb Martin,F,Charlotte,Atlanta,H,0,17.28,6,9,3,4,0,1,0,2,2,2,0,1,0,0,15,25.57,0,0.0,24.0,50.0,240.75,0.04,23,306.0,362.58,0.84,14.5,9.5,15.8,0.0996884735202492,0.0603679702621455,16.0
2920,2920,NBA 2020-2021 Regular Season,22000134,01/09/2021,1628998,Cody Martin,F,Charlotte,Atlanta,H,0,5.17,1,1,1,1,0,0,0,0,0,0,0,1,2,0,3,27.16,0,0.0,4.5,31.3,240.75,0.0,18,128.5,162.54999999999998,0.79,4.1,0.4000000000000003,9.0,0.0186915887850467,0.0383439324408061,9.5
2921,2921,NBA 2020-2021 Regular Season,22000135,01/09/2021,1628969,Mikal Bridges,F,Phoenix,Indiana,R,1,35.38,12,18,6,8,4,4,0,3,3,2,0,0,0,1,34,25.91,0,0.0,45.75,46.6,252.0,1.0,30,823.75,975.97,0.84,29.7,16.05,32.5,0.181547619047619,0.1262346190503126,33.9
2922,2922,NBA 2020-2021 Regular Season,22000135,01/09/2021,203109,Jae Crowder,F,Phoenix,Indiana,R,1,26.9,2,7,2,7,4,4,0,8,8,4,1,1,0,0,10,15.1,0,0.0,29.0,38.8,252.0,0.59,27,619.5,740.57,0.84,22.6,6.399999999999999,27.4,0.115079365079365,0.0987552912549732,28.9
2923,2923,NBA 2020-2021 Regular Season,22000135,01/09/2021,1629028,Deandre Ayton,C,Phoenix,Indiana,R,1,33.7,4,10,0,0,0,0,3,11,14,3,2,0,0,0,8,13.76,0,0.0,30.0,32.0,252.0,1.0,30,1023.25,949.5500000000002,1.08,36.4,-6.399999999999999,31.7,0.119047619047619,0.1475919566654882,33.8
2924,2924,NBA 2020-2021 Regular Season,22000135,01/09/2021,1626164,Devin Booker,G,Phoenix,Indiana,R,1,36.08,9,19,1,5,6,6,0,3,3,7,3,2,0,0,25,27.82,0,0.0,43.75,43.7,252.0,1.0,26,975.0,896.0200000000001,1.09,39.3,4.450000000000003,34.5,0.1736111111111111,0.1541219983550721,37.6
2925,2925,NBA 2020-2021 Regular Season,22000135,01/09/2021,101108,Chris Paul,G,Phoenix,Indiana,R,1,33.1,6,10,0,2,3,3,0,2,2,10,4,0,1,0,15,17.26,0,4.5,36.5,39.7,252.0,1.0,29,1127.25,921.06,1.22,40.4,-3.899999999999999,31.8,0.1448412698412698,0.1526136968093752,34.2
2926,2926,NBA 2020-2021 Regular Season,22000135,01/09/2021,203967,Dario Saric,F,Phoenix,Indiana,R,0,16.9,2,7,0,2,0,0,0,2,2,2,1,0,0,0,4,19.21,0,0.0,9.5,20.2,252.0,0.0,13,253.25,231.63999999999996,1.09,18.4,-8.899999999999999,17.8,0.0376984126984126,0.0801056670011935,19.4
2927,2927,NBA 2020-2021 Regular Season,22000135,01/09/2021,1628975,Jevon Carter,G,Phoenix,Indiana,R,0,16.48,4,7,2,5,0,0,0,3,3,1,5,3,0,1,10,19.7,0,0.0,24.25,53.0,252.0,0.0,26,209.25,272.67,0.77,12.7,11.55,10.5,0.0962301587301587,0.0378709626933287,13.3
